"comment","like_count","panjang"
"ya allah ampunilah dosa""kdua org tuaku tmpatkanlah mereka d surgamu yg mulia","9","76"
"moga aja anak moderen sekarang slalu ingat dan sadar untuk slalu taat atas sunnah nya","1","85"
"masya allah mendengar crma pak ustdz.snang rsnya smga allah mmberikan hidaya sunnah kpda kluarga ku.aamiiin","5","107"
"ya alloh..bnr pak ustadz yg nmnya orang tua sft sprti ank kcil sensitif sekali dn sewaktu mertua ikut sy apa sj diperlukan apa yg ibu mertua minta dg ank 2 nya selalu diperlukan ushkn dn apa yg dia minta jls sy yg urus slm krnglbh 1/2 thn dn kondisi mulai sakit 2 tan yg deman duare jls sy ksh parasetamol obat diare mrk spa pun jklo dia sakit alhamdulilah lmbt laun kondisi sht dn ..gmn ya yg sbgai ank laki 2 nya yg tdk tahu dg orang tua yg sdh umur senja 80 th lbh jls sensitif baperrr dn apa yg kata ank nya pasti menangis dn kta anknya cmn bilang sesuatulh tapi ko tiba 2 klo lgi mkn berhenti dn nangis dan sy biasa pgi bikin ssuu anline sarspsn bubur / nasi .. trs anknya ngomong lgiiii duhbh..sampai sy sbgsi mantu / istrinya kadang sy bela mertua jls nasehati intinya uskutbilakalam paaa..sm ema.. ya..nmnya sdh ftknya mo gmn sy hrus bcr apalgi ..","0","855"
"dengerin tausiah pk ustad ini, smoga sehat slalu dan panjang umur, dan dilindungi allah swt, amin,,,","5","100"
"y allah ampuni kedua orang tuaq jadikan kuburannya taman surga aamiin","1","69"
"maasya allah, barooqalla hufikum ustad atas tausiyyahnya, semoga allah memberi panjang umur, melindungi, dan semoga allah melindungi ustad sekeluarga.","9","150"
"saya tau ustdaz salaf baru"" ini, sedih bgt karna org tuaku sudah lama meninggal, ngebayangin klo skrg mereka msh ada ya allah pengen saya peluk terus, karna dulu saya krg perduli","0","178"
"assalamualaikum .aku suka ceramah mu pa ustad.terima kasih atas saran mu.semoga engkau slalu di beri kesehatan.","2","111"
"ya allah ampunilah dosa kedua orang tuaku dan sayangila mereka seperti mereka manyangiku diwakti kecil dan tempatkah dia dl. surgamu aamiin ya allah aamiiin......","0","162"
"ya allah aku teringat sama ke2 anakku,smoga sehat slalu dan panjang umur,amin","13","77"
"saya suka tausiah ustad yg menyentuh hati kita smg sht dan dlm lindungan allah","2","78"
"masyaallah....saya paling tidak tahan jika tema nya tentang ibu rohimahallah.... rindu ibu.....","15","95"
"amiiin ya allah subanallah walhamndulilah..ampunilah dosanya almarhum almarhumah ortu kami dan sayangilah mereka sprt menyangi pd wkt masa kecilku ..amiiin","2","155"
"alhamdulillah semoga sehat2 semuanya dlm lindungan allah swt rabbana hablana minassholihin 33x amin","1","99"
"masya allah, syukron jazakumullah khairan katsiran ustadz, semoga selalu dalam lindungan allah swt.","5","99"
"msh ustadz atas nasehatnya krn setiap ak dgr nasehatnya ustadz slalu menetes air mataku insyaallah , allah mengijinkan ak plng bln ini krn ibuku","0","144"
"masayallah ceramahnya ustat bener2 menyentuh teringengt adeku yg baru saja meninggal karna melahirkan anaknya.yaallah semoga allah menempatkan adeku di surganya yg paleng indah di sisi allah subhanwataala amiiin yarobalalamin","8","225"
"zazakumul lohu khoeron ya ustad, aku sangat tersentuh dengan ceramah ustzad semoga alloh selalu melindungi senantiasa mengiringi langkah "" utzadtuk berceramah&semogapanjsng umue &bahagia ber sama keluarga amin ya robal alamin, semoga ustzad bisa ceramah ke purwokerto.","19","268"
"ya allah mendalam bgt ceramah pak ustad ya allah mdh2n kelak aq bisa membahagiakan kedua orang tua ku","12","101"
"ya allah tersentuh hati ini,, aku menangis ingat ortu ku yg jauh d sana,, sm0ga bpak ibu ku baik2 sja d sna d beri kebhagian kesehatan keslamatan dunia akhrat , aku gak mau ibu bpak ku knp2 ya allah amin ya rabb,,","25","213"
"ya allah ampunillah dosa dosan ya ibuk ku sayanggi dia seperti dia meyayangiku tempatkanlah di di tempat yang paling indah di sisimu aamiin","0","139"
"assalamualaikum ustadz semoga dengan tausiyah ini agar semakin berbakti pada orang tua dan semoga allah melimpah.kan rejeki agar semakin bisa berbakti kepada orang tua aamiin","1","174"
"subhanallah... menyentuh qalbu.. sebuah realita hidup kita sebagai seorang muslim,yg jauh dr orang tua kita.merantau di kota yg jauh dr ibu kita. ya allah,, ampunilah dosa2 kami sebagai anak.. jangan jadikan kami termasuk anak2 yg durhaka kepada kedua orang tua kita.. aamiin ya allah ya rabbal alamin","10","301"
"semoga dosa2 hamba dan dosa ke2 org tea hanna d amount allah","4","60"
"benar""menyentuh hati nurani dg ceramah ustadz mksh smg ustadz sht sll.","3","70"
"beruntung. akalian. yg. msh. memiliki. ke. dua. orang. tua. ya. itu. ayah. dan. ibu. cintailah. dan. sayangilah. dia. selagi. msh. hidup. agar. km. langsung. bs. melihat. ibu. mu. tersenyum. dan. langsung. mendoakanmu. aku. ini. udah. ga. ada. ayah. dan. ibu. tp. aku. mohon. ke. pd. allah. semua. ibadah. ku. shalawat. ku. pahala. a. buat. ayah. dan. ibu. ku. aamiin","1","367"
"ya allah berikanlah orang tua hamba kesehatan dan umur yg panjang sehingga sy pulang nanti hakba bs berbakti pd mereka di masa tuanya.","8","134"
"assalamu'alaikum wr wb. afwan wa syukron, semoga sehat wa byk rezeki ya ustadz aamiin..","1","87"
"subhanallah.....sebuah penyampaian tauziah yang paling bagus menurut saya, sehingga mudah masuk dalam alam pikiran kita. jazzakalah khairan","23","139"
"ya allah ya robb ampunilah dosa ku dan kedua orang tua ku, saudara saudari ku semuanya muslimin muslimat seluruh alam semesta aamiiin ya robalaalamiin","1","150"
"ampunilah dosa ku dan dosa ke-dua orang tua ku dan masukkan kami dalam surganya allah swt","0","89"
"alhamdulillah dg mendengar ap yg di sampai kan dr ustat biar aku bs belajar apa yg blm aku tau trimaks pa ustat moga allah sell melindungi ustat setiap berdakwah","2","161"
"yaallah ampunilah dosa kedua orang tua hamba dan sayangilah mereka seperti mereka menyangiku diwaktu aku kecil dan panjangkan umurnya amiiin ya allah","9","149"
"asyaghfirullah hal adliiim........allahumaghfirli..dlunubii liiwalidayya warhamhuma kama rabbayaanu shagiraa....trimakasih pak kyai...atasvwejangan ygvmenyentuh hati..membuat saya smakin.faham....dan mengerti..tentang bundakutercinta.....ampunillah hambamu ini yaa..allah.......","0","278"
"masyaallah jazakumullah khoiron ustadz,,semoga allah selalu menjaga mu aamiin","3","77"
"alhamdulillah selalu hadir dalam ceramah nasehat dari guru-ku yang mulia ust dr syafiq riza basalamah","18","101"
"barakallahufiikum ustadz, syukron nasehatnya,ya allah masukkan lah kedua orang tua hamba dengan rahmat mu kedalam surga firdaus mu, jazakallah khairan","18","150"
"alhamdulillah...syukron jazakallahu khoir ustadz atas ilmunya.","2","62"
"tak terasa air mata menetes ustad barakallahu fikum.","6","52"
"barakallahufiikum ustad, syukron nasehatnya. ya allah masukkan lah kedua orang tua hamba masuk sorga aamiin....","0","111"
"ya allah pnjngkn.umur ibu bpk q jdikn aq ank.yg berbkti dan ijin kn aq untk bisa bhagiakn mreka.. amiin allahuma amiin","14","118"
"ya allah ya robb ampuni segala dosa kedua orang tuaq dan mskkan beliau dari surgamu ya robb","0","91"
"masha allah jazaakallahu khairon pak ustadz..& smuanya","3","54"
"allahumma sholli ala sayyidina muhammad wa ala ali sayyidina muhammad","0","69"
"kangen mamaaaaa semoga allah melapangkn kuburnya.mengampuni dosa2nya dan menemptknx ditempt yg mulia..aamiin","15","108"
"syukron ustadz taudziyahmya,,,moga jadi amalan jariyah..aamiin ya rabb","0","70"
"yaalloh ampuni dosaku dan dosa kedua orangtuaku,sayangi mreka sebagaimanamreka menyayan g ik u u sejak kecil lapangkan kuburnya dan tempatkan mreka di tempat yg mulia disisimu yaroob aammiin","0","190"
"alhamdulillah ortuku masih hidup... insyaallah aku akan selalu berbakti kepadanya... dengan mendengar pengajian ini, rasa sayangku semakin kuat.. mksh byk ustad","5","160"
"ya allah ampunilalah dosaku kpda kedua org tuaku,ya allah masukkanlah di dlm surgamu ya allah aamiin","0","100"
"sudah pak ustd. baru denger 30 mnt ceramahnya ..air mata ini terus berkucuran ..saya makin kebingungan..","17","104"
"terimakasih ustad , kajian merupakan pencerahan yang sangat menyentuh....","9","73"
"aamiin allahumma aamiin ... semoga ananda jadi anak sholeha ya dan berbakti kepada org tua agar amal jariyah tidak terputus,sering doa kebaikan untuk orang tua ya robbighfirlii waaliwaa lidayya warhamhumaa kamaa robbayaani soghiiro aamiin..","1","240"
"aamiin aamiin allahuma aamiin.. jadi anak sholeha ya agar bisa ajak ibu n ayah mu ke surga allah azza wajalla.","0","110"
"mhasya allah smg ibu kt smw ttp sehat di brikan umur panjang aaamiiiiiin","0","72"
"@aminoberko6054 amin ya allah..semoga para malaikat ikut meng amin kan doa kita semua..","0","87"
"ya allah swt. jauhkan lah aq dari berkata2 kasar kepada mamak q","1","63"
"syukron yufid tv,, jazakallah ustz kau telah membuat aq menangis kyak anak kecil...","26","83"
"saya di batusangkar sangat suka dengan ceramah nya ustaz ini.penuh perasaan dan menyentuh hati nurani.","20","102"
"wa alaikum salam wb btp bhgiany kdua ortu ustadz .smg ank2ku mndpt ptunjuk allah.swt ..amin.","0","92"
"sedih bget dger ceramah ust..syukron ust smoga allah menjaga ust..","35","66"
"ampunilah dosa2 kedua orang tuaku ya allah jauhkan mereka dari api nerakamu ya allah aamin ya rabbal alamin...","14","110"
"allahumma sholli 'alaa sayyidinaa muhammad wa 'alaa aalihii washahbihii wasallim allahummagh firlii dzunuubi wali waalidayya warhamhumaa ...warhamhumaa... warhamhumaaa...kamaa rabbayaani shaghiira; aamiin allahumma aamiin","6","221"
"ass saya senang sekali fatwanya ini ustadz ; di karenakan fatwanya di kalangan orang ahli sunnah waljamaah tidak ada yang merasa tersakiti dari fatwanya tersebut wslm dari aba munir yang ber alamat jl raya sememi n0, 1/a benowo surabaya ;","0","238"
"subhanallah... semoga allah mengampuni dosa ibuda ku yg telah tiada, dn semoga allah terima do'a 2 ku buat bunda. semoga anak2 ku bs jd anak yg berbakti kelak","12","158"
"ustadz....terimah kasih...materihnya buat saya nangis ....ingat almarhum ibu bapak dan bapak mertua.......","0","106"
"ya allah sesak dada terasa menahan tangis kalau sudah membahas keramat hidup kita......ya allah syangi kedua orang hamba hpuskan smua dosa anak anak cucunya kepada mereka berdua ya allah","82","186"
"yaa allah ampuni sgl dosa kedua orangtua hamba jdikan sisa usia mereka berdua yg barokah manfaat u. orang lain sehatkan mereka berdua. jdikan hamba anak yg sholikhah","0","165"
"ibu ibu ibu ya alloh ustd sedih bnget ceramah nya wlw ummi ku sdh mau 3 thn ini ga ada masih terasa ada aja syukron ustad smoga kelak klo ku ada jodoh lg orng yang syng aku yng agama nya kuat jg spt ustad amiin yra","0","214"
"sekarang sama ummi cm bisa kirim doa aja mksh ustad sht ya ustad aku seneng ceramah ustd smoga bisa bertemu ustd ya amiin yra syukron ustd","0","138"
"allahumma sholli ala sayidina muhhammad waala ali sayidina muhhammad semoga ilmu berkah ustadz sht slalu panjang berkah melimpah rizki nya deras amiin","1","150"
"26:25 yang membuat kita sedih semoga allah merahmati ibu kita","4","61"
"allahumagh firli dzunubi wali walidayya warhamhuma kama robbayani shoghiro","1","74"
"masa allah trimakasih ustadz dr syafiq riza trimaksih bayak atas yg ustadz dr syafiq riza","14","89"
"jazakallahu khair semoga bermanfaat bgi kita smua amin","14","54"
"ya,allah, ampunilah kedua orang tua yg telah tiada dari kesalahannya baik disengaja,/tidak disengaja baik yg kecil/pun yg besa. lapangkanlah didalam kuburnya dan tempatkanlah kedua orang tua kami didalam surgamu. a, amin2,ya, robbalalamin","2","238"
"masyaaallah, sangat menyentuh hati, jazakallahu khoir ustadz...","22","63"
"ya , allah ya rabb ampunilah semua dosa kedua orang tuaku , pertemukanlah kami di surga firdaus tanpa hisab dan tanpa azab","0","122"
"assalamualaikum warahmatullahi wabarakatu terima kasih ustadz untuk semua kajiannya semoga allah swt memberikan umur yang panjang dan penuh dengan keberkahan aamiin ya rabbal alamiin","1","182"
"assalamualaikum pak ustadz, terharu mendengar ceramah ustadz, teringat ibu bapak yang sudah tiada. terima kasih ustadz","10","118"
"ya allah pak ustad ibu sy br meninggal kemaren, sy anak permpuan yg merasa kehilangan bgtt pak ustad sy blm bisa ngebhgiain beliau krna ak hidupnya pas2 san ya allah,","0","166"
"hadir ustadz smg ustadz panjang umur ny sungguh menyentuh hati ceramah ustadz","1","77"
"kalau sy denger ceramah tentang orang tua air mata ini tak ter bendung,ya allah ampunilah dosa kedua orang tuaku yg tlah tiada aamiin.","2","134"
"allahumma sholli wasalim wabarik ala sayidina muhhammad waala ali sayidina muhhammad yarob ampuni dosa,,ayah ibu kami yarob tempat berdua di syurga mu yarob amiin yarobal alamiin","0","178"
"bismilahirohmannirohiim ya allah ampuni dosa dosa suami ku, dosa dosa kedua orang tuaku, kedua mertuaku,berikan tmpt yg tebaik aamiin","0","133"
"alhamdulillah , terima kasih ustadz ,sudah membagi ilmunya kepada kami ,semoga ustadz sekeluarga dalam keadaan sehat semua aamiin ya robbal alamiin.","3","148"
"masyaallah ... tabarrakallah ustadz...rasa penuh penyesalan, baru kenal agama dg sunnah ketika orang tua telah allah ta'alla panggil. ingin rasanya memeluk org tua, berbakti sperti yg allah perintahkan. robbifirlli wali'wali dayya, warhamhumma kabarroyani shogirrah.","13","266"
"semoga allah pertemukan saya dengan ustad safiq yg sangat kami cintai..semoga allah senantiasa meninggikan derajat ustad syafiq dan semua ulama yg setia dijalan allah aza wajallah.amin","0","184"
"saya suka bngt dengerin kajian "" ustad shaqik sangt mnyentuh jazakallahui kairon ustad","9","86"
"maasyaallah tabarakalloh jazakallahu khoirn katsr ustdz syafiq reza basalamah.kebetulan anak saya 5 laki"" semua dan 5 limanya beda karakter ada yg solih dan ada yg biasa sj padahal sy mengajarkannya sama. sedih&takut memang dg pertanggungjawaban sy pd allah swt..robb beri rahmad dan hidayahmu untukku dan semua keturunanku semoga sy kuat dan sabar hanya allah yg menjadi sandaranku ..di tujuan akhir hidupku semoga sy & keluargaku husnul khotimah kelak .ust syafiq dan keluarga semoga sehat dan sll dlm lindungan allah swt afwn","0","528"
"ya allah ampunkanlah dosa kedua orangtua ku,jika meraka masih hidup jagalah mereka dari fitnah dunia,ampunkanlah dosa mereka jika mereka sudah meninggal dunia tempatkanlah mereka di sisimu,lapangkanlah kuburnya amiin amiin amiin.","7","229"
"ya allah ampuni dosa2 kedua orang tuaku,ampuni dosa mereka berdua,hindarkan api nerakamu kepada mereka ya allah","7","111"
"maysaallah, terimakasih ustad, menyentuh hatiku sampai nangis","7","61"
"ya allah tausiah tuan guru sangat menyentuh jadi anak anak dan seluruh keturunan ku anak anak yg sholeh amiiiiin","1","112"
"berbakti kepada orang tua selagi masih hidup, dengan menyenagkan hati keduanya, jangan membuatnya kecewa apalagi marah, dan doakanlah keduanya jika sudah kembali kepada allah, bersedekah dan berinfaqlah untuk keduanya","12","217"
"tersentuh sangat hatini ikut nangis lah dengar ceramah ni anak rantau jauh dari orang tua semoga ibu tersayang sehat sellu aamiin","3","129"
"allahumma sholli ala sayidina muhhammad waala ali sayidina muhhammad barokahallahfik ustadz","0","91"
"masya allah..kajian nya dari ustadz syafiq basalamah sungguh menyentuh qolbu , barakallahu fiiq...jazakumullah khairon katsiran ... alhamdulillah ,,,","46","149"
"selamat malam petang sahabat muslimah dan muslimat.. dan aslamualaikum, buat yg beragama islam. dan salam sejahtera pada yg beragama lain.. tq","0","142"
"ya allah aku ingin semua keluargaku masuk surga... amiin","3","56"
"ya allah sungguh hmba sngt bnyak berbuat dosa kpd k 2org tua hmba....ampunilh ya allah dosa hamba.....brilh alam kubur yg terang untuk ayah hmba.....ampunilh sgla dosa""nya trimlah amal ibdh nya aamiiin","0","201"
"ibu...ibu...ibu... subhanallah...pintu syurganya allah","11","54"
"ass salam... pa ustadz... setiap ceramah & pengajian pa ustadz sel sy dengar kan lewat you tobe. alhamdulillah begitu bermanfaat & berfaedah bg sy. sy mau tany sm pa ustadz..?... begini pa ustadz ibu sy menolong saudara ny. pinjam uang. karena ibu sy gk pny simpanan uang maka d berikan ny emas yg ia pakai 10grm se hrg 2jt dulu... karena ibu sy ngerasa kasian dah byr ny uang aj gk ap..?... trz yg bersangkutan ny meninggal & ibu sy pun meninggal sedang kan aku ank yg tau (saksi) dlm hutang piutang it... sy lg bingung nih pa ustadz... tolong minta penjelasan ny gimn carany tuk penyelesaian ny dlm ajaran islam dgn baik..?.... sekian & terimakasih sebelum ny pa ustadz... wasalama...","9","686"
